id,x,y,iteration
0,164.1291520785143,84.2910940425019,0
1,556.8526772868809,571.8891864395034,0
2,15.498495372683085,583.5241626215022,0
3,20.499966670736192,166.05057753728389,0
4,75.57135300628008,458.7922434251664,0
5,168.00328184024144,550.4842116662306,0
6,64.53076424154833,423.17647592225705,0
7,397.4103933564718,73.19685455223748,0
8,98.7804617570118,394.48352174240836,0
9,107.49633525563978,348.29853726165277,0
10,565.305840011957,42.88143158464557,0
11,433.7650904668362,201.59484564741535,0
12,229.08291420423188,461.23460799612025,0
13,557.8414843663285,575.5793162265894,0
14,137.98101848777483,327.9724590887119,0
15,192.44111086881912,19.315691354639043,0
16,247.5247616540394,255.86326443284685,0
17,263.33940855684864,230.42469503257658,0
18,405.7880798324659,145.02567248897995,0
19,205.83475440521565,374.39639658072485,0
20,532.4574635656276,79.8325059661963,0
21,520.7631741069289,103.9345681653203,0
22,190.00918396596046,359.2499790393234,0
23,32.22674703569466,368.0968302326999,0
24,387.32336179958423,231.1412801885433,0
25,462.48855083431175,530.3162013453356,0
26,125.32244798505205,443.85732086161835,0
27,483.9777953302658,199.68488197821068,0
28,502.254460041896,315.8425811241469,0
29,112.98634332260593,548.6356127361338,0
30,1.5699038560618828,293.3003953345822,0
31,557.6580485821183,75.68245409941873,0
32,507.5109789661188,538.1496299504238,0
33,253.61425132722962,3.6143859475879836,0
34,44.53007233284547,170.97024052256927,0
35,459.1029715477126,593.5028874806442,0
36,415.6734141643958,254.19140192333634,0
37,344.4107837847358,344.6936332486404,0
38,323.0149482242861,487.17374257524244,0
39,174.16176767618543,177.10772722192388,0
40,136.16300831189005,7.514665758827466,0
41,524.4031319803983,163.63603226930823,0
42,359.30713683701094,336.39906299750464,0
43,212.46355609789114,134.72976156574893,0
44,565.6148371670699,17.132078410226235,0
45,272.6845281344789,313.60722289431055,0
46,86.45600708481712,571.8362917762543,0
47,349.14540074150807,187.02711977569518,0
48,207.43158751477532,143.28704118508168,0
49,230.74778765401103,34.89585264695303,0
50,470.84854886773894,597.8738066813166,0
51,458.61761502790495,571.9002948630265,0
52,248.38954372640433,328.9791083226099,0
53,96.60576219250542,337.327727948604,0
54,110.4318007543079,185.12775626948567,0
55,178.85104268104732,114.1034508949367,0
56,160.07488025421205,180.81747599593626,0
57,168.7175619920951,206.66083600256346,0
58,293.8085674804204,35.7526849796233,0
59,200.34655560982864,429.089171857164,0
60,590.3618158613731,156.99845799155983,0
61,372.4224565948485,418.945294766772,0
62,337.0483393043716,144.3724887750087,0
63,499.4521577275894,576.8594139916817,0
64,272.5556823711199,529.6873817548395,0
65,597.212980666579,71.12807695171061,0
66,363.22666558710597,535.9118387150829,0
67,550.3874033778311,453.7571214419884,0
68,530.657043587866,471.25672563639955,0
69,444.9468342575332,110.2523179376219,0
70,224.1600747883586,17.49552780058361,0
71,28.34007760742516,441.5097585152642,0
72,448.1958283136431,567.2983205478647,0
73,16.692414532327106,261.00628393644854,0
74,482.0435852182873,475.86982509427685,0
75,570.1599108819728,38.972513992486554,0
76,358.4937392275256,581.7766315170466,0
77,179.45473234925095,201.4444170934099,0
78,246.91391747542372,549.8590846633228,0
79,478.41274079958924,200.21473358248525,0
80,283.45762526416314,51.1869201307007,0
81,244.75553312798442,200.20280868339654,0
82,305.6516731439658,404.2656513643756,0
83,574.7012557417352,491.4415447935591,0
84,587.3647591045504,53.378685209247244,0
85,389.31366354070303,5.406503328025036,0
86,250.5355246469519,338.9275694943039,0
87,489.4288141994694,261.3720499463851,0
88,62.46680755737053,359.9012095526619,0
89,424.24177385530294,310.121477131493,0
90,576.5192992787885,105.42646837636238,0
91,433.1174753945503,571.7311712551171,0
92,424.43814970298854,214.27443353949639,0
93,510.20222981441117,139.17878812478048,0
94,362.5012263269387,369.3864808298222,0
95,345.0968486957675,352.44174690233547,0
96,116.80360409327947,532.4308517547353,0
97,319.1628940943564,216.80261991844063,0
98,386.59958720464124,230.97658660577048,0
99,337.7311972907175,303.0347501229451,0
100,409.7339965855114,430.5164954646015,0
101,280.2569621984148,522.5264542735506,0
102,69.5453208835912,376.89934933115217,0
103,137.28798125884444,546.1643540023721,0
104,519.3474208294272,98.50183869211024,0
105,89.14095751641807,239.1149898408355,0
106,283.86870176341876,371.90132676678667,0
107,27.183508265345235,581.7567890591189,0
108,7.0388780538000795,519.1474625272448,0
